#,granter_id,grantee,grantee_id,fiscal_year,description,amount,start,end,url
369,225,Tides Center,,2013,"For the 21st Century Border Initiative’s public education, networking, advocacy and grant making to promote a better understanding of the economic & human interdependence between the U.S. and Mexico",400000,3/1/2013,2/28/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
370,225,Tides Center,,2013,"For the Opportunity Agenda's project on immigration communications research, tools and training and for its project to increase media placement of immigration leaders",300000,10/1/2013,9/30/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
371,225,Tides Center,,2013,"Core support for Open MIC to create a reporting framework for media responsibility that stakeholders, including shareholders, can use to measure and promote excellence in publicly held media companies",150000,1/1/2013,12/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
372,225,Tides Center,,2013,"Core support for Empire State Future to revitalize main streets, town centers, and urban areas by promoting smart growth principles in land use, infrastructure and development in New York",100000,8/1/2013,7/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
373,225,Tides Center,,2013,For the Opportunity Agenda to implement a communications strategy addressing the impact of foreclosures on communities of color & promoting a fair and sustainable system of housing and homeownership,250000,5/1/2013,4/30/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
374,225,Tides Center,,2013,For the International Treatment Prepardness Coalition to promote access to treatment and prevention for people living with HIV/AIDS in the Middle East and North Africa and build a regional network,300000,1/1/2013,12/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
375,225,Tides Center,,2013,Core support for the Philanthropic Initiative for Racial Equity donor initiative to increase the amount & effectiveness of resources aimed at combating institutional & structural racism in communities,200000,8/1/2013,7/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
376,225,Tides Center,,2013,For the Californians for Safety and Justice project to reduce California's overreliance on incarceration,750000,9/1/2013,8/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
377,225,Tides Center,,2013,"Core support for the Open Government Partnership Support Unit to secure commitments from governments to promote transparency, empower citizens and harness new technologies to strengthen governance",600000,7/1/2013,12/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
378,225,Tides Center,,2013,"Core support for the International Network for Economic, Social & Cultural Rights to foster connections, strengthen the human rights field & build a global movement (Towards a New Global Architecture)",1000000,10/1/2013,9/30/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
379,225,Tides Center,,2013,To develop the Dream Defenders young people’s movement to end mass incarceration,200000,12/1/2013,11/30/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
380,225,Vera Institute of Justice,,2013,Final core support for the Prosecution and Racial Justice program and for the Common Justice alternative-to-prison program and for study on stop and frisk practices in New York City,700000,5/1/2013,6/30/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
381,225,Vera Institute of Justice,,2013,For a fellowship program in empirical research methodology for Chinese criminal justice scholars & to investigate U.S. governors’ interest in the Brave Governors Project to reduce prison populations,200000,5/1/2013,4/30/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
382,225,ZeroDivide,,2013,Project support for Renaissance Journalism to stimulate news coverage and civic engagement that promotes transparency and accountability and helps residents participate in Detroit's financial recovery,250000,11/1/2013,10/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
383,225,"Allied Media Projects, Inc.",,2014,"For its annual Allied Media Conference, a national network of social justice organizers, artists and educators focused across arts and social justice issues",250000,12/1/2014,11/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
384,225,American Civil Liberties Union Fund of Michigan,,2014,"To promote public policies leading to quality education for all students in Michigan, especially in Detroit, through research and evaluation of statewide learning conditions and funding formulas",200000,10/1/2014,9/30/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
385,225,Arab Community Center for Economic and Social Services,,2014,For the Arab American National Museum's construction and launch of The ANNEX art space and community based programming,500000,5/1/2014,4/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
386,225,Building One America,,2014,"To promote smart growth and racial, economic and social inclusion through regional initiatives on housing, infrastructure and fiscal reform",100000,2/1/2014,1/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
387,225,Capital Impact Partners,,2014,Core support for the Detroit Corridor Initiative to accelerate economic opportunity through strategic cross-sector partnerships that create quality mixed-income districts and job growth in Detroit,200000,8/1/2014,7/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
388,225,Community Development Advocates of Detroit,,2014,"To empower Detroit block clubs and neighborhood organizations to engage in revitalization efforts, advocate for community reforms and influence government processes affecting their communities",125000,12/1/2014,11/30/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
389,225,Community Foundation for Southeast Michigan,,2014,Core support for the New Economy Initiative to leverage resources and catalyze positive economic and social change in the Detroit metropolitan area,2000000,1/1/2014,12/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
390,225,ConnectEd,,2014,"General support to transform education through Linked Learning ensuring that all students graduate ready for college, career and life",50000,10/1/2014,9/30/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
391,225,Council for a Strong America,,2014,"For crafting and disseminating messages about the importance of more and better learning time through the Council's members, including military, faith, law enforcement, and business leaders",250000,5/1/2014,4/30/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
392,225,Creative Many Michigan Inc.,,2014,"For its Resonant Detroit pilot program, for grantmaking and peer-driven exchanges to impact the way the creative sector collaborates across disciplines, neighborhoods and communities",250000,12/1/2014,11/30/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
393,225,"Demos: A Network for Ideas and Action, Ltd.",,2014,"General support to reduce both political and economic inequality by deploying original research, advocacy, litigation and strategic communications",500000,10/1/2014,9/30/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
394,225,"Demos: A Network for Ideas and Action, Ltd.",,2014,For the Building Movement Project to build Detroiters’ civic capacity and power to influence public decision-making by engaging residents from all seven Council Districts,200000,12/1/2014,11/30/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
395,225,Detroit Hispanic Development Corporation,,2014,"To address systemic barriers affecting equitable access to resources and opportunities for economic and political power, self-determination and social justice for Latino communities in Detroit",275000,12/1/2014,11/30/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
396,225,Detroit Symphony Orchestra Hall,,2014,For its Arts Incubator Pilot Program to enrich arts programs available to the Detroit community and engage with partner organizations through discounted rental rates for the Max M. Fisher Music Center,200000,6/1/2014,7/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
397,225,Excellent Schools Detroit,,2014,"For grantmaking, training & technical assistance to enable Linked Learning Detroit to implement more & better learning time as a key strategy for closing opportunity gaps & improving student outcomes",800000,3/1/2014,2/29/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
398,225,Henry Ford Estate,,2014,For strategic and interpretative planning of the restoration of the Henry Ford Estate,250000,3/1/2014,2/28/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
399,225,Independent Sector,,2014,"General support to advance the common good by leading, strengthening and mobilizing the charitable community",250000,7/1/2014,12/31/2014,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
400,225,Invest Detroit Foundation,,2014,"For the Core City Strategic Fund to provide gap funding for several catalytic development projects identified as priority residential, commercial and mixed-use opportunities in Detroit",500000,9/1/2014,8/31/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
401,225,ISAIAH,,2014,"Core support for a campaign to better integrate land use, housing and transportation investment that increases racial and economic equity and access to opportunity in the Twin Cities",350000,2/1/2014,1/31/2016,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
402,225,M-1 RAIL,,2014,"General support to be a catalyst for investment, economic development, and urban renewal that positively impacts Detroit through the construction of a 3.3 mile streetcar running along Woodward Avenue",1000000,3/1/2014,2/28/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
403,225,Metro Solutions,,2014,For 482Forward to advance community organizing across neighborhoods on school charter authority reform in Detroit,200000,12/1/2014,11/30/2015,https://fordsubjectgrants.azurewebsites.net/v1/grants/search-csv?&MinAmount=0&MaxAmount=30000000&FiscalYearStart=2006&FiscalYearEnd=2017&Search&SortBy=1&SortDirection=0&IsBuild=
